"hgnc" "EntrezGene"
"10816" "LINC00461" 645323
"10817" "AP000347.4" NA
"10818" "GP2" 2813
"10819" "FAM110B" 90362
"10820" "APH1B" 83464
"10821" "TRMT5" 57570
"10822" "CMTM6" 54918
"10823" "TERF2" 7014
"10824" "BCO2" 83875
"10825" "HCAR1" 27198
"10826" "CCDC141" 285025
"10827" "UBA3" 9039
"10828" "SNHG14" 104472715
"10829" "FAM86FP" 653113
"10830" "RP11-380G5.3" NA
"10831" "SUPT7L" 9913
"10832" "CTD-2184C24.2" NA
"10833" "RP11-150L8.4" NA
"10834" "NR3C1" 2908
"10835" "SLC35B4" 84912
"10836" "DNAH11" 8701
"10837" "DNAJC4" 3338
"10838" "MT1E" 4493
"10839" "TRAFD1" 10906
"10840" "RP11-524F11.1" NA
"10841" "ZNF396" 252884
"10842" "PLK1S1" NA
"10843" "VPS4B" 9525
"10844" "CDH16" 1014
"10845" "KANSL2" 54934
"10846" "ZNF436" 80818
"10847" "RP11-142L4.2" NA
"10848" "EVI5L" 115704
"10849" "CCDC146" 57639
"10850" "CLDN4" 1364
"10851" "ZNF32-AS2" 414208
"10852" "MYO7B" 4648
"10853" "FUT11" 170384
"10854" "ZNF526" 116115
"10855" "RPL35P1" 440737
"10856" "P4HA3" 283208
"10857" "RBP1" 5947
"10858" "DFNB59" NA
"10859" "STRADA" 92335
"10860" "USP27X-AS1" 158572
"10861" "RP11-1094M14.7" NA
"10862" "WFIKKN1" 117166
"10863" "XRCC4" 7518
"10864" "RP11-274B21.4" NA
"10865" "ORC2" 4999
"10866" "HSDL1" 83693
"10867" "RP11-540B6.6" NA
"10868" "PIH1D3" 139212
"10869" "ADNP" 23394
"10870" "DNAJC27-AS1" 729723
"10871" "RIC8B" 55188
"10872" "STX12" 23673
"10873" "SCAND3" NA
"10874" "LYRM9" 201229
"10875" "CAT" 847
"10876" "WNT16" 51384
"10877" "RP11-115C21.2" NA
"10878" "CROCCP2" 84809
"10879" "NOX1" 27035
"10880" "CACTIN" 58509
"10881" "C17orf58" 284018
"10882" "RPS4XP6" 391777
"10883" "CMKLR1" 1240
"10884" "TRMT2A" 27037
"10885" "COG4" 25839
"10886" "SRSF7" 6432
"10887" "ERVK13-1" 100507321
"10888" "RP11-13K12.5" NA
"10889" "TMEM241" 85019
"10890" "STPG1" 90529
"10891" "SP1" 6667
"10892" "ZNF660" 285349
"10893" "ELMOD3" 84173
"10894" "LTBP3" 4054
"10895" "SLC26A10" 65012
"10896" "UBAP2L" 9898
"10897" "RPL34P27" 651249
"10898" "FAM151B" 167555
"10899" "HRASLS5" 117245
"10900" "FAU" 2197
"10901" "CHMP4BP1" 100307126
"10902" "TMEM38A" 79041
"10903" "FRRS1" 391059
"10904" "ZNF518B" 85460
"10905" "RP11-353B9.1" NA
"10906" "FAM177B" 400823
"10907" "KIAA1731" NA
"10908" "PC" 5091
"10909" "IDO1" 3620
"10910" "GPR115" NA
"10911" "ZNF639" 51193
"10912" "SF3A3P2" 449645
"10913" "SPACA6P" NA
"10914" "WWOX" 51741
"10915" "RP11-521I2.3" NA
"10916" "RP4-669H2.1" NA
"10917" "ZNF335" 63925
"10918" "R3HDM1" 23518
"10919" "C22orf46" 79640
"10920" "ARMC1" 55156
"10921" "TPD52L1" 7164
"10922" "SYBU" 55638
"10923" "ZNF30" 90075
"10924" "COX4I2" 84701
"10925" "XCR1" 2829
"10926" "S100A2" 6273
"10927" "RP5-1142A6.9" NA
"10928" "STAT5A" 6776
"10929" "RNASEH1-AS1" 100506054
"10930" "AC015971.2" NA
"10931" "FAM214B" 80256
"10932" "RP11-488C13.1" NA
"10933" "PCBP2" 5094
"10934" "RNF7" 9616
"10935" "ADAM33" 80332
"10936" "RP11-656D10.3" NA
"10937" "CYP46A1" 10858
"10938" "SNX3" 8724
"10939" "UBFD1" 56061
"10940" "LPAR4" 2846
"10941" "RP11-469E19.1" NA
"10942" "PAPSS2" 9060
"10943" "BMP8A" 353500
"10944" "MPPE1" 65258
"10945" "RP11-887P2.5" NA
"10946" "FLG-AS1" 339400
"10947" "IL10RB-AS1" NA
"10948" "C9orf117" NA
"10949" "PEF1" 553115
"10950" "GGT1" 2678
"10951" "AC083884.8" NA
"10952" "FAM208B" 54906
"10953" "KCTD6" 200845
"10954" "RARB" 5915
"10955" "EIF2AK3" 9451
"10956" "ZBTB49" 166793
"10957" "SH3BGRL3" 83442
"10958" "CDKN1B" 1027
"10959" "ZNF136" 7695
"10960" "MAF" 4094
"10961" "ZNF678" 339500
"10962" "DCAF17" 80067
"10963" "ATP2B4" 493
"10964" "RTCA" 8634
"10965" "FEM1C" 56929
"10966" "FAM92A1" NA
"10967" "ANKLE1" 126549
"10968" "EXOC4" 60412
"10969" "GNG4" 2786
"10970" "SF3B2" 10992
"10971" "MBTD1" 54799
"10972" "KCNJ5" 3762
"10973" "FER1L5" 90342
"10974" "P4HA1" 5033
"10975" "CTD-2196E14.6" NA
"10976" "AC006116.13" NA
"10977" "SAMD5" 389432
"10978" "APTX" 54840
"10979" "FLRT2" 23768
"10980" "ISCU" 23479
"10981" "ZCCHC10" 54819
"10982" "NOXA1" 10811
"10983" "CEP72" 55722
"10984" "AP001065.2" NA
"10985" "MMACHC" 25974
"10986" "RP11-6E9.4" NA
"10987" "ARHGAP35" 2909
"10988" "MRC1" 4360
"10989" "JAM2" 58494
"10990" "TMC1" 117531
"10991" "GCNT1" 2650
"10992" "GRTP1" 79774
"10993" "ALG9" 79796
"10994" "FASTKD3" 79072
"10995" "TEAD1" 7003
"10996" "BTBD9" 114781
"10997" "CTSF" 8722
"10998" "BBS7" 55212
"10999" "CLMP" 79827
"11000" "SH2B3" 10019
"11001" "PRR22" 163154
"11002" "PIAS3" 10401
"11003" "IRF3" 3661
"11004" "ZFP90" 146198
"11005" "SLC9A3R2" 9351
"11006" "BCL9L" 283149
"11007" "CALM2" 805
"11008" "MIR155HG" 114614
"11009" "CERKL" 375298
"11010" "CLCNKA" 1187
"11011" "AGBL5" 60509
"11012" "PLA2G10" 8399
"11013" "SCLY" 51540
"11014" "LCA5" 167691
"11015" "USP46" 64854
"11016" "KRT18P17" 344866
"11017" "GABPA" 2551
"11018" "FAM92A1P1" 729073
"11019" "BCR" 613
"11020" "FLJ00418" NA
"11021" "GATAD2B" 57459
"11022" "TEAD3" 7005
"11023" "AC019117.2" NA
"11024" "CSNK2A2" 1459
"11025" "ARL6IP1" 23204
"11026" "ACAA2" 10449
"11027" "MIR4768" 100616249
"11028" "C2orf69" 205327
"11029" "INPP5D" 3635
"11030" "RPS15AP38" 100271655
"11031" "FAM110A" 83541
"11032" "RP11-244J10.1" NA
"11033" "DOT1L" 84444
"11034" "ENTPD7" 57089
"11035" "RP11-5C23.1" NA
"11036" "STK38L" 23012
"11037" "C11orf84" NA
"11038" "ERBB4" 2066
"11039" "ZNF227" 7770
"11040" "ZDHHC17" 23390
"11041" "IFI6" 2537
"11042" "EHD4" 30844
"11043" "ZNF740" 283337
"11044" "KCTD14" 65987
"11045" "FLVCR2" 55640
"11046" "CLEC4E" 26253
"11047" "LINC00877" 285286
"11048" "NUDT16P1" 152195
"11049" "PHKA2" 5256
"11050" "FZD5" 7855
"11051" "PPAPDC3" NA
"11052" "GPAM" 57678
"11053" "INO80C" 125476
"11054" "CTD-3065J16.9" NA
"11055" "LURAP1" 541468
"11056" "PDE10A" 10846
"11057" "CLN3" 1201
"11058" "GHR" 2690
"11059" "HK2" 3099
"11060" "C15orf57" NA
"11061" "EHMT1" 79813
"11062" "ADD3" 120
"11063" "KIAA1328" 57536
"11064" "UBE3D" 90025
"11065" "BBS5" 129880
"11066" "HIF1AN" 55662
"11067" "RP5-1022P6.3" NA
"11068" "RP11-120K9.2" NA
"11069" "IL7" 3574
"11070" "LHFP" NA
"11071" "SCARB2" 950
"11072" "SERINC2" 347735
"11073" "LINC00886" 730091
"11074" "RHEBL1" 121268
"11075" "ARL6IP4" 51329
"11076" "SLC12A2" 6558
"11077" "RNF20" 56254
"11078" "CTA-339C12.1" NA
"11079" "POLR2A" 5430
"11080" "AC004447.2" NA
"11081" "TTC9" 23508
"11082" "NAP1L4P3" 730174
"11083" "CTA-217C2.1" NA
"11084" "CFL2" 1073
"11085" "DLK2" 65989
"11086" "RP11-182L21.6" NA
"11087" "OXCT1" 5019
"11088" "CARF" 79800
"11089" "SIRT4" 23409
"11090" "SIGLEC16" 400709
"11091" "BLVRB" 645
"11092" "TRIB3" 57761
"11093" "IPO7P2" 100128337
"11094" "C17orf53" 78995
"11095" "DOCK9-AS2" NA
"11096" "RP11-97C16.1" NA
"11097" "ANKRD13B" 124930
"11098" "ZNF92" 168374
"11099" "GID8" 54994
"11100" "NUPL1" NA
"11101" "MRPS10" 55173
"11102" "EXOSC7" 23016
"11103" "BTBD11" 121551
"11104" "WAC-AS1" 220906
"11105" "SQLE" 6713
"11106" "GRK5" 2869
"11107" "DCAKD" 79877
"11108" "NAMPT" 10135
"11109" "GAS2" 2620
"11110" "RP11-345P4.9" NA
"11111" "CES2" 8824
"11112" "RP11-1094M14.8" NA
"11113" "VANGL1" 81839
"11114" "CEL" 1056
"11115" "RP11-50E11.3" NA
"11116" "UBOX5" 22888
"11117" "ERGIC2" 51290
"11118" "HLA-DOB" 3112
"11119" "FCGR2C" 9103
"11120" "TSR1" 55720
"11121" "C9orf85" 138241
"11122" "ATP7A" 538
"11123" "UTP15" 84135
"11124" "RP11-436H11.1" NA
"11125" "SPATS2" 65244
"11126" "ARHGAP39" 80728
"11127" "WHSC1" NA
"11128" "WDR38" 401551
"11129" "FOXK2" 3607
"11130" "HECA" 51696
"11131" "CBWD5" 220869
"11132" "AC092933.3" NA
"11133" "DGCR6" 8214
"11134" "PSPHP1" 8781
"11135" "AGER" 177
"11136" "BTBD1" 53339
"11137" "PLA2G4C" 8605
"11138" "CIT" 11113
"11139" "CATSPER2" 117155
"11140" "RP5-1043L13.1" NA
"11141" "PARD3" 56288
"11142" "ZNF35" 7584
"11143" "C4orf33" 132321
"11144" "NAGPA" 51172
"11145" "AP4M1" 9179
"11146" "ADRB2" 154
"11147" "RP11-685N10.1" NA
"11148" "TRIM47" 91107
"11149" "LGALS3BP" 3959
"11150" "RP11-788M5.3" NA
"11151" "Z73979.1" NA
"11152" "GRAP2" 9402
"11153" "GPC4" 2239
"11154" "TCF7L1" 83439
"11155" "OCIAD1" 54940
"11156" "RP11-617F23.1" NA
"11157" "ELF3" 1999
"11158" "TSPAN10" 83882
"11159" "SPATA6L" 55064
"11160" "LINC00924" 145820
"11161" "RP1-179N16.6" NA
"11162" "SDC2" 6383
"11163" "PPIEL" 728448
"11164" "YKT6" 10652
"11165" "TTBK2" 146057
"11166" "RP11-761E20.1" NA
"11167" "ZBTB3" 79842
"11168" "RXRB" 6257
"11169" "POC5" 134359
"11170" "FAIM3" NA
"11171" "AC104809.3" NA
"11172" "AP006222.2" NA
"11173" "BX842568.2" NA
"11174" "TNRC6C" 57690
"11175" "PPP1R16A" 84988
"11176" "CTR9" 9646
"11177" "U73166.2" NA
"11178" "HUWE1" 10075
"11179" "RP11-243M5.1" NA
"11180" "RPL6" 6128
"11181" "RPL5P4" 643343
"11182" "UHRF1BP1L" 23074
"11183" "PET100" 100131801
"11184" "KLC4" 89953
"11185" "TFE3" 7030
"11186" "CTSS" 1520
"11187" "AC002059.10" NA
"11188" "RP5-1136G13.2" NA
"11189" "MIPEPP3" 650794
"11190" "ARPC3P5" 441131
"11191" "SMAD9-AS1" NA
"11192" "FBXO10" 26267
"11193" "ATG2A" 23130
"11194" "NIP7" 51388
"11195" "ALKBH1" 8846
"11196" "CTD-2270L9.4" NA
"11197" "SPOPL" 339745
"11198" "PHACTR3" 116154
"11199" "RDH14" 57665
"11200" "AFG3L1P" 172
"11201" "METTL25" 84190
"11202" "FLT4" 2324
"11203" "UBL4A" 8266
"11204" "MIS12" 79003
"11205" "FAM210B" 116151
"11206" "BBS2" 583
"11207" "GSTT2B" 653689
"11208" "MID2" 11043
"11209" "PROCR" 10544
"11210" "MS4A1" 931
"11211" "RP11-415F23.2" NA
"11212" "HSPA14" 51182
"11213" "AKR1C3" 8644
"11214" "MEDAG" 84935
"11215" "CREBBP" 1387
"11216" "GPM6B" 2824
"11217" "OXSM" 54995
"11218" "SLC25A12" 8604
"11219" "CSPP1" 79848
"11220" "NPHP4" 261734
"11221" "RPP21" 79897
"11222" "NUTM2G" 441457
"11223" "ACER3" 55331
"11224" "FAM53A" 152877
"11225" "RP11-145M9.4" NA
"11226" "RPL7AP66" 388474
"11227" "C10orf54" NA
"11228" "ERI1" 90459
"11229" "SETP14" 389168
"11230" "RHBDF1" 64285
"11231" "HLA-DQA1" 3117
"11232" "MT2A" 4502
"11233" "IMPG2" 50939
"11234" "TMEM167A" 153339
"11235" "RP11-1246C19.1" NA
"11236" "RP11-264I13.2" NA
"11237" "ATP1B2" 482
"11238" "YAF2" 10138
"11239" "AC012065.7" NA
"11240" "CYP21A1P" 1590
"11241" "IRS2" 8660
"11242" "RP11-339B21.15" NA
"11243" "CD96" 10225
"11244" "TM4SF18" 116441
"11245" "MAST4" 375449
"11246" "SNX16" 64089
"11247" "CHML" 1122
"11248" "PSMD8" 5714
"11249" "TMX3" 54495
"11250" "ZNF597" 146434
"11251" "FAM160A2" 84067
"11252" "KCNK13" 56659
"11253" "ZC3H8" 84524
"11254" "SLC13A4" 26266
"11255" "CHST12" 55501
"11256" "ACTL6A" 86
"11257" "DTX3" 196403
"11258" "CABLES1" 91768
"11259" "FAM63A" NA
"11260" "MS4A8" 83661
"11261" "DIP2B" 57609
"11262" "S100A14" 57402
"11263" "C21orf140" NA
"11264" "FTH1P4" 2499
"11265" "CHRDL1" 91851
"11266" "ASNSD1" 54529
"11267" "RP1-225E12.2" NA
"11268" "EEF1A1P13" 133283
"11269" "UFM1" 51569
"11270" "FKBP4" 2288
"11271" "ATF6" 22926
"11272" "PAQR8" 85315
"11273" "FAM85A" 619423
"11274" "KLK14" 43847
"11275" "TSPAN1" 10103
"11276" "ANKRD66" 100287718
"11277" "ASAH1" 427
"11278" "FNDC3A" 22862
"11279" "PARP15" 165631
"11280" "TFDP1" 7027
"11281" "PGM5P1" NA
"11282" "TAB2" 23118
"11283" "ZC3HAV1L" 92092
"11284" "MOB3C" 148932
"11285" "PSMG4" 389362
"11286" "ZNF772" 400720
"11287" "HMGN3-AS1" 100288198
"11288" "ZNF197" 10168
"11289" "RP11-791G15.2" NA
"11290" "BMP4" 652
"11291" "STIP1" 10963
"11292" "C1orf43" 25912
"11293" "RNF44" 22838
"11294" "IFIH1" 64135
"11295" "ZDHHC18" 84243
"11296" "HDX" 139324
"11297" "NPIPA1" 9284
"11298" "MIR3682" 100500850
"11299" "NID1" 4811
"11300" "TM9SF2" 9375
"11301" "GMPS" 8833
"11302" "BRF1" 2972
"11303" "RRN3" 54700
"11304" "SRD5A1" 6715
"11305" "HIAT1" NA
"11306" "MAT1A" 4143
"11307" "CAPRIN2" 65981
"11308" "CDV3" 55573
"11309" "S100A6" 6277
"11310" "CTB-52I2.4" NA
"11311" "PDE6C" 5146
"11312" "ACAP2" 23527
"11313" "RP11-222K16.2" NA
"11314" "FAM185A" 222234
"11315" "B3GAT1" 27087
"11316" "RPL29" 6159
"11317" "MALT1" 10892
"11318" "SRP9P1" 653226
"11319" "ZNF385B" 151126
"11320" "GMIP" 51291
"11321" "MIR10A" 406902
"11322" "ZNF567" 163081
"11323" "MIPEP" 4285
"11324" "WDR6" 11180
"11325" "RP3-452M16.1" NA
"11326" "ARHGAP4" 393
"11327" "STX5" 6811
"11328" "PEX11G" 92960
"11329" "AC020910.2" NA
"11330" "EHD2" 30846
"11331" "LMF1" 64788
"11332" "GNL3L" 54552
"11333" "ABCE1" 6059
"11334" "AC009061.1" NA
"11335" "TTC40" NA
"11336" "EIF3D" 8664
"11337" "TVP23B" 51030
"11338" "ZCWPW1" 55063
"11339" "RCAN1" 1827
"11340" "CD38" 952
"11341" "RPL7" 6129
"11342" "RHOH" 399
"11343" "HDAC6" 10013
"11344" "OXER1" 165140
"11345" "TBC1D10A" 83874
"11346" "DIO3" 1735
"11347" "MT-ND2" NA
"11348" "TFAP2C" 7022
"11349" "PURB" 5814
"11350" "TBX2" 6909
"11351" "NPM2" 10361
"11352" "AUTS2" 26053
"11353" "AC012358.8" NA
"11354" "C17orf59" NA
"11355" "ZNF792" 126375
"11356" "RP11-332H14.2" NA
"11357" "ATG16L2" 89849
"11358" "AC106786.1" NA
"11359" "IQCG" 84223
"11360" "JPX" 554203
"11361" "DLGAP4" 22839
"11362" "CASC8" 727677
"11363" "GYS1" 2997
"11364" "USP6" 9098
"11365" "PHAX" 51808
"11366" "SNX18" 112574
"11367" "AC093642.3" NA
"11368" "IPO9" 55705
"11369" "NSRP1P1" 100420557
"11370" "ADD1" 118
"11371" "SLC25A36" 55186
"11372" "NMNAT1" 64802
"11373" "RSL1D1" 26156
"11374" "SLC26A11" 284129
"11375" "CD209" 30835
"11376" "SLC35F2" 54733
"11377" "RP4-798P15.3" NA
"11378" "TBC1D1" 23216
"11379" "CTB-131K11.1" NA
"11380" "SPAG17" 200162
"11381" "IL2RG" 3561
"11382" "CSTF2T" 23283
"11383" "PTGIR" 5739
"11384" "GGCX" 2677
"11385" "SHROOM4" 57477
"11386" "GUCY1A3" NA
"11387" "AF131215.2" NA
"11388" "GMEB1" 10691
"11389" "KCNK17" 89822
"11390" "RAD51B" 5890
"11391" "RP11-767N6.7" NA
"11392" "TRIM52-AS1" 100507602
"11393" "DDX31" 64794
"11394" "RP11-368I7.4" NA
"11395" "ARHGAP23" 57636
"11396" "PPTC7" 160760
"11397" "IKBKAP" NA
"11398" "MMRN1" 22915
"11399" "SECISBP2" 79048
"11400" "GJA5" 2702
"11401" "PPIP5K1" 9677
"11402" "RPL24P4" 377381
"11403" "C1orf204" NA
"11404" "TTYH1" 57348
"11405" "AP000473.8" NA
"11406" "ABTB2" 25841
"11407" "ZNF860" 344787
"11408" "VAV2" 7410
"11409" "PVRL4" NA
"11410" "RP11-795F19.5" NA
"11411" "COPS7B" 64708
"11412" "MAPK3" 5595
"11413" "SH3BP2" 6452
"11414" "FAM118A" 55007
"11415" "SAV1" 60485
"11416" "AC026806.2" NA
"11417" "SNHG7" 84973
"11418" "PLS3" 5358
"11419" "AVEN" 57099
"11420" "CCNG2" 901
"11421" "CDADC1" 81602
"11422" "RP4-625H18.2" NA
"11423" "PPP6R2" 9701
"11424" "SPTB" 6710
"11425" "TAPSAR1" NA
"11426" "CDH6" 1004
"11427" "SNAP25" 6616
"11428" "FAM109A" NA
"11429" "C11orf58" 10944
"11430" "PRSS27" 83886
"11431" "POLR3E" 55718
"11432" "AC007318.5" NA
"11433" "GLS2" 27165
"11434" "EPPK1" 83481
"11435" "RP6-42F4.1" NA
"11436" "CARM1" 10498
"11437" "CTD-2619J13.9" NA
"11438" "IDUA" 3425
"11439" "AC008427.2" NA
"11440" "CASP8" 841
"11441" "CERS4" 79603
"11442" "GIMAP2" 26157
"11443" "C19orf54" 284325
"11444" "CRYBB2P1" 1416
"11445" "GPR133" NA
"11446" "ARHGAP10" 79658
"11447" "AATK" 9625
"11448" "GFRA1" 2674
"11449" "PRIMPOL" 201973
"11450" "GALNT1" 2589
"11451" "KIAA1614" 57710
"11452" "RP1-257A7.4" NA
"11453" "KRT8P28" 391099
"11454" "TMEM92" 162461
"11455" "ZNF22" 7570
"11456" "LINC00313" 114038
"11457" "RP11-1H8.3" NA
"11458" "SYN1" 6853
"11459" "ABCC4" 10257
"11460" "TMEM18" 129787
"11461" "RP11-361K17.2" NA
"11462" "PCBD2" 84105
"11463" "MTMR11" 10903
"11464" "CUX1" 1523
"11465" "MMP26" 56547
"11466" "AC016747.3" NA
"11467" "LILRA6" 79168
"11468" "UBA2" 10054
"11469" "RP11-345K20.2" NA
"11470" "RAB15" 376267
"11471" "MTERFD1" NA
"11472" "RP11-798K23.5" NA
"11473" "CCT5P1" 402226
"11474" "FNDC3B" 64778
"11475" "LRAT" 9227
"11476" "NR1D1" 9572
"11477" "TRAP1" 10131
"11478" "NME6" 10201
"11479" "AQP8" 343
"11480" "MT2P1" 4503
"11481" "TRMT11" 60487
"11482" "C8orf31" 286122
"11483" "ARHGAP17" 55114
"11484" "DCAF15" 90379
"11485" "PRKAG2" 51422
"11486" "TRA2A" 29896
"11487" "MRPL45P2" 653479
"11488" "GLT8D1" 55830
"11489" "LARP4" 113251
"11490" "C3orf70" 285382
"11491" "MGAT3" 4248
"11492" "EEF1A2" 1917
"11493" "RBM4" 5936
"11494" "AKAP10" 11216
"11495" "PHF20" 51230
"11496" "EDEM1" 9695
"11497" "RABL2B" 11158
"11498" "AP001816.1" NA
"11499" "ZNF512B" 57473
"11500" "ROR1" 4919
"11501" "RP11-617D20.1" NA
"11502" "LIN7A" 8825
"11503" "TBC1D4" 9882
"11504" "PAQR7" 164091
"11505" "RABGAP1" 23637
"11506" "SMARCE1P6" 646196
"11507" "RGS7" 6000
"11508" "AC141586.5" NA
"11509" "RP11-218M22.1" NA
"11510" "C1orf168" NA
"11511" "TNNI1" 7135
"11512" "RPL19" 6143
"11513" "AC108479.2" NA
"11514" "MAP3K10" 4294
"11515" "DYNLL1-AS1" NA
"11516" "CHCHD4" 131474
"11517" "CLIC4" 25932
"11518" "SPRYD4" 283377
"11519" "SLC15A3" 51296
"11520" "RP11-141M1.3" NA
"11521" "PACS1" 55690
"11522" "GIMAP1" 170575
"11523" "TYW3" 127253
"11524" "CTA-14H9.5" NA
"11525" "STARD13-AS" 100874241
"11526" "CPNE8" 144402
"11527" "RP11-146F11.1" NA
"11528" "PLD6" 201164
"11529" "NAPRT1" NA
"11530" "PCGF1" 84759
"11531" "P2RX6" 9127
"11532" "DCAF4" 26094
"11533" "TCP1" 6950
"11534" "IFT81" 28981
"11535" "ANAPC7" 51434
"11536" "EIF5A" 1984
"11537" "PPP1R3G" 648791
"11538" "RP3-327A19.5" NA
"11539" "FAM102A" 399665
"11540" "ARPC3P1" 87171
"11541" "GNL2" 29889
"11542" "KATNAL1" 84056
"11543" "SIPA1L2" 57568
"11544" "HDLBP" 3069
"11545" "SDHB" 6390
"11546" "RP11-561C5.4" NA
"11547" "TP73-AS1" 57212
"11548" "IVD" 3712
"11549" "RNF19B" 127544
"11550" "LDB2" 9079
"11551" "SEC24D" 9871
"11552" "RP11-156E6.1" NA
"11553" "TEFM" 79736
"11554" "FAM134C" NA
"11555" "DKK1" 22943
"11556" "AC074183.4" NA
"11557" "TDRD9" 122402
"11558" "CTD-3195I5.5" NA
"11559" "RERG" 85004
"11560" "ADAMTS6" 11174
"11561" "HOXB3" 3213
"11562" "TEX2" 55852
"11563" "BAHD1" 22893
"11564" "TLR9" 54106
"11565" "FHIT" 2272
"11566" "SLC37A1" 54020
"11567" "HR" 55806
"11568" "RP11-7K24.3" NA
"11569" "NSUN3" 63899
"11570" "GDF11" 10220
"11571" "GAST" 2520
"11572" "INTU" 27152
"11573" "PIGB" 9488
"11574" "PUS7L" 83448
"11575" "CTDSPL" 10217
"11576" "TYMP" 1890
"11577" "CYP4V2" 285440
"11578" "IGBP1" 3476
"11579" "AC026740.1" NA
"11580" "SLC25A4" 291
"11581" "THSD1" 55901
"11582" "MROH6" 642475
"11583" "DIS3" 22894
"11584" "RQCD1" NA
"11585" "RP11-65J21.3" NA
"11586" "LAMB2" 3913
"11587" "MID1IP1" 58526
"11588" "RN7SKP16" 106480837
"11589" "B3GNT9" 84752
"11590" "DNAJA1P3" 644588
"11591" "RIOK1" 83732
"11592" "SDHCP2" 100128302
"11593" "RBKS" 64080
"11594" "TM7SF2" 7108
"11595" "DUSP19" 142679
"11596" "GPKOW" 27238
"11597" "GPN2" 54707
"11598" "EFEMP1" 2202
"11599" "RP11-696N14.1" NA
"11600" "NR5A2" 2494
"11601" "ZNF69" 7620
"11602" "MMP24" 10893
"11603" "RAB14" 51552
"11604" "STEAP4" 79689
"11605" "ARCN1" 372
"11606" "TUBA1B" 10376
"11607" "LILRA2" 11027
"11608" "C4orf29" NA
"11609" "RP11-498D10.5" NA
"11610" "KL" 9365
"11611" "PNKD" 25953
"11612" "KLHL6" 89857
"11613" "PNISR" 25957
"11614" "HGF" 3082
"11615" "PAPD4" NA
"11616" "PI4K2A" 55361
"11617" "CTSB" 1508
"11618" "ADAP1" 11033
"11619" "POU2F2" 5452
"11620" "DNAH17" 8632
"11621" "C15orf39" 56905
"11622" "GYLTL1B" NA
"11623" "CYS1" 192668
"11624" "CYB561D1" 284613
"11625" "FAM103A1" NA
"11626" "TRAPPC13" 80006
"11627" "RP11-89K11.1" NA
"11628" "ARHGAP1" 392
"11629" "YWHAZ" 7534
"11630" "RPS2P2" 326325
"11631" "RP1-95L4.4" NA
"11632" "FLOT1" 10211
"11633" "PPP5D1" 100506012
"11634" "ZNF385A" 25946
"11635" "DCHS1" 8642
"11636" "CDH20" 28316
"11637" "GPR27" 2850
"11638" "FBXO34" 55030
"11639" "ANGEL2" 90806
"11640" "MROH9" 80133
"11641" "DNAH9" 1770
"11642" "RP11-708J19.1" NA
"11643" "AZIN1" 51582
"11644" "CBL" 867
"11645" "PLEKHG4" 25894
"11646" "CCDC78" 124093
"11647" "PRR14" 78994
"11648" "PPIAP31" 439953
"11649" "METTL24" 728464
"11650" "SYTL2" 54843
"11651" "U2AF1L4" 199746
"11652" "PGM2" 55276
"11653" "FAM153A" 285596
"11654" "C9orf9" NA
"11655" "RRAGD" 58528
"11656" "POLE" 5426
"11657" "C8orf37" 157657
"11658" "XRN2" 22803
"11659" "C6orf120" 387263
"11660" "FAM120B" 84498
"11661" "DTX4" 23220
"11662" "MBD5" 55777
"11663" "PDCD1LG2" 80380
"11664" "NOP16" 51491
"11665" "RASSF9" 9182
"11666" "EPHB3" 2049
"11667" "CCDC127" 133957
"11668" "FXYD6" 53826
"11669" "BST2" 684
"11670" "WLS" 79971
"11671" "CCDC66" 285331
"11672" "TATDN3" 128387
"11673" "RBM44" 375316
"11674" "DYNLRB2" 83657
"11675" "RP1-283E3.8" NA
"11676" "ITGA2B" 3674
"11677" "GPX4" 2879
"11678" "NEK1" 4750
"11679" "PLGLB1" 5343
"11680" "AC092594.1" NA
"11681" "PABPC4" 8761
"11682" "ASPG" 374569
"11683" "C1orf123" 54987
"11684" "GPI" 2821
"11685" "NGLY1" 55768
"11686" "BCAR3" 8412
"11687" "GDF15" 9518
"11688" "SLC7A4" 6545
"11689" "MSRB3" 253827
"11690" "NBPF12" 149013
"11691" "NRAP" 4892
"11692" "RP11-63P12.6" NA
"11693" "TBP" 6908
"11694" "EHBP1L1" 254102
"11695" "RAB43P1" 440375
"11696" "DNAJA4" 55466
"11697" "METTL14" 57721
"11698" "RNF135" 84282
"11699" "OSTF1" 26578
"11700" "PTPRA" 5786
"11701" "SRGAP2B" 647135
"11702" "BMPR2" 659
"11703" "RP11-206L10.1" NA
"11704" "CTC-559E9.8" NA
"11705" "MATN3" 4148
"11706" "ELL" 8178
"11707" "PBX3" 5090
"11708" "DKFZP761J1410" NA
"11709" "ZKSCAN2" 342357
"11710" "FN3K" 64122
"11711" "RP11-172F4.2" NA
"11712" "EPM2A" 7957
"11713" "EIF3J-AS1" NA
"11714" "RNF39" 80352
"11715" "TBCD" 6904
"11716" "SST" 6750
"11717" "ZXDB" 158586
"11718" "RPL7AP31" 728315
"11719" "NFATC1" 4772
"11720" "CYB561" 1534
"11721" "AC083899.3" NA
"11722" "ZNF337-AS1" 102724826
"11723" "DLG1" 1739
"11724" "SF3B4" 10262
"11725" "DMWD" 1762
"11726" "PEX3" 8504
"11727" "PLEKHM2" 23207
"11728" "RP11-563J2.2" NA
"11729" "RAVER1" 125950
"11730" "WNK2" 65268
