"hgnc" "EntrezGene"
"11731" "ARHGAP28" 79822
"11732" "SPESP1" 246777
"11733" "MTF2" 22823
"11734" "AP2B1" 163
"11735" "GAS2L1" 10634
"11736" "RP1-286D6.5" NA
"11737" "KCNJ8" 3764
"11738" "GREB1L" 80000
"11739" "SNPH" 9751
"11740" "ARL9" 132946
"11741" "BCL7A" 605
"11742" "AC005785.2" NA
"11743" "CTC-462L7.1" NA
"11744" "DVL1" 1855
"11745" "HELQ" 113510
"11746" "RP11-529E10.6" NA
"11747" "LARS2" 23395
"11748" "RASA3" 22821
"11749" "XPR1" 9213
"11750" "TCP11L1" 55346
"11751" "FBRSL1" 57666
"11752" "NFU1" 27247
"11753" "MMP28" 79148
"11754" "XPNPEP3" 63929
"11755" "NCF4" 4689
"11756" "GBGT1" 26301
"11757" "CYP4F3" 4051
"11758" "RP11-148K1.12" NA
"11759" "OSTCP4" 645264
"11760" "CCDC88C" 440193
"11761" "RPAP2" 79871
"11762" "AC069278.4" NA
"11763" "IGSF10" 285313
"11764" "ANAPC4" 29945
"11765" "CCM2L" 140706
"11766" "FOLR2" 2350
"11767" "TMEM187" 8269
"11768" "TMEM99" 147184
"11769" "NFE2L2" 4780
"11770" "TMBIM6" 7009
"11771" "PRMT5" 10419
"11772" "DPYSL2" 1808
"11773" "AXL" 558
"11774" "RP11-347C12.10" NA
"11775" "ARHGAP15" 55843
"11776" "TP73" 7161
"11777" "FAM229A" 100128071
"11778" "GATA6" 2627
"11779" "RP11-1006G14.4" NA
"11780" "TALDO1" 6888
"11781" "GRAMD2" NA
"11782" "TBX1" 6899
"11783" "SHROOM2" 357
"11784" "ZNF865" 100507290
"11785" "RPL11" 6135
"11786" "SQRDL" NA
"11787" "NOP2" 4839
"11788" "RP11-146N23.1" NA
"11789" "SLC25A40" 55972
"11790" "TTL" 150465
"11791" "RP4-647J21.1" NA
"11792" "BOLA1" 51027
"11793" "CAMK2G" 818
"11794" "AP1S2" 8905
"11795" "DNAJC2" 27000
"11796" "RP11-254F7.2" NA
"11797" "AC139100.2" NA
"11798" "IPO7" 10527
"11799" "RAB26" 25837
"11800" "ZNF543" 125919
"11801" "USP30" 84749
"11802" "ARNTL2" 56938
"11803" "ANAPC16" 119504
"11804" "ARSG" 22901
"11805" "SMTNL1" 219537
"11806" "IST1" 9798
"11807" "INTS5" 80789
"11808" "RP11-1017G21.5" NA
"11809" "PPP1R9B" 84687
"11810" "MT-CO2" NA
"11811" "AC073869.20" NA
"11812" "RN7SL1" 6029
"11813" "GBAP1" 2630
"11814" "RP11-350E12.4" NA
"11815" "FAM134A" NA
"11816" "AC097662.2" NA
"11817" "SOAT1" 6646
"11818" "C9orf116" 138162
"11819" "ABCF3" 55324
"11820" "C8orf76" 84933
"11821" "CTD-2336O2.1" NA
"11822" "UGT8" 7368
"11823" "TMEM223" 79064
"11824" "BTN2A1" 11120
"11825" "ARID3B" 10620
"11826" "C9orf169" NA
"11827" "TMEM57" NA
"11828" "TSPYL2" 64061
"11829" "FILIP1L" 11259
"11830" "SLC39A11" 201266
"11831" "ANKS3" 124401
"11832" "NPIPB15" 440348
"11833" "BCAS1" 8537
"11834" "CCDC71L" 168455
"11835" "C1QL1" 10882
"11836" "OXLD1" 339229
"11837" "TPCN2" 219931
"11838" "SGMS1" 259230
"11839" "OGFR-AS1" 101409261
"11840" "RPRD1B" 58490
"11841" "RPS18P9" 645958
"11842" "RP11-137H2.6" NA
"11843" "RP6-99M1.2" NA
"11844" "SYCP2L" 221711
"11845" "TMEM37" 140738
"11846" "C6orf1" NA
"11847" "FOXN2" 3344
"11848" "C5AR1" 728
"11849" "TGOLN2" 10618
"11850" "RP11-145M4.3" NA
"11851" "SLC1A4" 6509
"11852" "NSUN7" 79730
"11853" "LRRC56" 115399
"11854" "WASH2P" 375260
"11855" "NR2F2" 7026
"11856" "MTFR1" 9650
"11857" "VAMP3" 9341
"11858" "IFT80" 57560
"11859" "POU2F1" 5451
"11860" "OCLM" 10896
"11861" "MEX3C" 51320
"11862" "AC091878.1" NA
"11863" "SIGMAR1" 10280
"11864" "BRCC3" 79184
"11865" "STAT2" 6773
"11866" "PSEN2" 5664
"11867" "CLTC" 1213
"11868" "SEC13" 6396
"11869" "KIF5B" 3799
"11870" "PCBP3" 54039
"11871" "KRT18" 3875
"11872" "GPS1" 2873
"11873" "N4BP3" 23138
"11874" "GRID1" 2894
"11875" "CRADD" 8738
"11876" "UVSSA" 57654
"11877" "YARS2" 51067
"11878" "HSD17B11" 51170
"11879" "RPL31" 6160
"11880" "GAL3ST4" 79690
"11881" "LINC00645" 100505967
"11882" "FAM92B" 339145
"11883" "RSPH3" 83861
"11884" "PDGFB" 5155
"11885" "NTN4" 59277
"11886" "CTC-366B18.4" NA
"11887" "HRAS" 3265
"11888" "LRRC27" 80313
"11889" "SUMF2" 25870
"11890" "USF2" 7392
"11891" "RP11-15J10.1" NA
"11892" "FARP1" 10160
"11893" "NEK4" 6787
"11894" "NRXN3" 9369
"11895" "LEPROTL1" 23484
"11896" "GREB1" 9687
"11897" "ADAM10" 102
"11898" "YWHAEP5" 440917
"11899" "FAM133B" 257415
"11900" "RMRP" 6023
"11901" "ETFDH" 2110
"11902" "TSEN2" 80746
"11903" "LRIT3" 345193
"11904" "UBA1" 7317
"11905" "CCDC91" 55297
"11906" "PPP1R2" 5504
"11907" "MTA2" 9219
"11908" "RP11-367E12.4" NA
"11909" "NLGN1" 22871
"11910" "RPL15" 6138
"11911" "TEK" 7010
"11912" "PRKAG2-AS1" 100505483
"11913" "FOXO3B" 2310
"11914" "ATP2A3" 489
"11915" "ATP1A2" 477
"11916" "MT1H" 4496
"11917" "RCAN3" 11123
"11918" "RAB31" 11031
"11919" "RP11-252A24.2" NA
"11920" "CYP2R1" 120227
"11921" "NKPD1" 284353
"11922" "MTERFD2" NA
"11923" "RNF185" 91445
"11924" "CTD-3064M3.3" NA
"11925" "PTCD3" 55037
"11926" "C18orf54" 162681
"11927" "AP001877.1" NA
"11928" "SEMA4D" 10507
"11929" "ADRBK1" NA
"11930" "LSR" 51599
"11931" "MADCAM1" 8174
"11932" "CIB1" 10519
"11933" "FLYWCH1" 84256
"11934" "RNGTT" 8732
"11935" "RNF5P1" 286140
"11936" "TPT1P6" 643870
"11937" "ACVR2A" 92
"11938" "ANKRD22" 118932
"11939" "OPRL1" 4987
"11940" "HNRNPH2" 3188
"11941" "RP11-268J15.5" NA
"11942" "PDIA3P1" 171423
"11943" "ATP6V1C1" 528
"11944" "PUS1" 80324
"11945" "NUDT5" 11164
"11946" "LINC01011" 401232
"11947" "AP5B1" 91056
"11948" "SLC35B1" 10237
"11949" "DPF2" 5977
"11950" "RP11-166O4.5" NA
"11951" "AIFM3" 150209
"11952" "PIGS" 94005
"11953" "USP8" 9101
"11954" "RP5-857K21.7" NA
"11955" "HNRNPA1P16" 440396
"11956" "OXR1" 55074
"11957" "DDRGK1" 65992
"11958" "METTL6" 131965
"11959" "ZNF630" 57232
"11960" "CTGLF12P" NA
"11961" "TULP3" 7289
"11962" "MOCS3" 27304
"11963" "RP11-37B2.1" NA
"11964" "ITGAL" 3683
"11965" "USHBP1" 83878
"11966" "ENPP2" 5168
"11967" "SBF2-AS1" 283104
"11968" "PIK3R5" 23533
"11969" "SELT" NA
"11970" "TMEM9B-AS1" 493900
"11971" "MFAP3" 4238
"11972" "SPTLC2" 9517
"11973" "PLB1" 151056
"11974" "CHIA" 27159
"11975" "C12orf49" 79794
"11976" "PRX" 57716
"11977" "PLA2G15" 23659
"11978" "RPPH1" 85495
"11979" "CMC1" 152100
"11980" "RP11-21L23.2" NA
"11981" "ADAMTS8" 11095
"11982" "FAM198B" 51313
"11983" "PIGUP1" 100422342
"11984" "MIEN1" 84299
"11985" "CA13" 377677
"11986" "FZD9" 8326
"11987" "MTMR6" 9107
"11988" "FXR1" 8087
"11989" "C22orf29" NA
"11990" "CABP4" 57010
"11991" "SLCO4A1" 28231
"11992" "RP11-430B1.2" NA
"11993" "CWC15" 51503
"11994" "RP11-264B17.4" NA
"11995" "CTD-2574D22.4" NA
"11996" "CASKIN2" 57513
"11997" "RP11-473M20.9" NA
"11998" "ACSS3" 79611
"11999" "COG8" 84342
"12000" "BMPR1APS2" NA
"12001" "APPL2" 55198
"12002" "EDEM2" 55741
"12003" "YOD1" 55432
"12004" "IGF1" 3479
"12005" "RRM2B" 50484
"12006" "CYFIP1" 23191
"12007" "GRID2IP" 392862
"12008" "PART1" 25859
"12009" "RP11-863K10.4" NA
"12010" "AC005594.3" NA
"12011" "ID1" 3397
"12012" "ZFPM2" 23414
"12013" "ZNF267" 10308
"12014" "AC005077.14" NA
"12015" "TBL1XR1" 79718
"12016" "AHSA1" 10598
"12017" "TAF1B" 9014
"12018" "CYP4F11" 57834
"12019" "GLIPR1" 11010
"12020" "CEP85L" 387119
"12021" "SYF2" 25949
"12022" "STK16" 8576
"12023" "ZNF33B" 7582
"12024" "SLC1A7" 6512
"12025" "AC000089.3" NA
"12026" "ANKIB1" 54467
"12027" "DXO" 1797
"12028" "FBLL1" 345630
"12029" "DHX8" 1659
"12030" "BCAS2P2" 100421045
"12031" "RP5-1142A6.2" NA
"12032" "AATF" 26574
"12033" "SLC39A13" 91252
"12034" "WDR7" 23335
"12035" "FAM227B" 196951
"12036" "SLC37A3" 84255
"12037" "TPH1" 7166
"12038" "SMIM13" 221710
"12039" "SNORA40" 677822
"12040" "RP11-521B24.5" NA
"12041" "CCDC13" 152206
"12042" "NUS1P1" 729148
"12043" "TGM1" 7051
"12044" "TRIM29" 23650
"12045" "MLK4" NA
"12046" "TBC1D16" 125058
"12047" "AC013271.3" NA
"12048" "CERS6" 253782
"12049" "KLRB1" 3820
"12050" "UGGT2" 55757
"12051" "AREL1" 9870
"12052" "YRDC" 79693
"12053" "CEP164" 22897
"12054" "CFD" 1675
"12055" "ZNF883" 169834
"12056" "GHRL" 51738
"12057" "C1orf213" NA
"12058" "TMED5" 50999
"12059" "JMJD1C" 221037
"12060" "PCLO" 27445
"12061" "RP11-572C15.6" NA
"12062" "TMEM127" 55654
"12063" "RPSAP15" 220885
"12064" "SMC1A" 8243
"12065" "DOLPP1" 57171
"12066" "RPS4X" 6191
"12067" "CDKL3" 51265
"12068" "P2RX1" 5023
"12069" "HLA-DMA" 3108
"12070" "VEPH1" 79674
"12071" "RP11-15H20.6" NA
"12072" "B3GALT5" 10317
"12073" "OBSL1" 23363
"12074" "MCOLN1" 57192
"12075" "PSMD10P1" 170541
"12076" "SNX8" 29886
"12077" "CHUK" 1147
"12078" "RPS6KA1" 6195
"12079" "AP5Z1" 9907
"12080" "ZNF891" 101060200
"12081" "RBP4" 5950
"12082" "CHMP4A" 29082
"12083" "TGFB1" 7040
"12084" "SRPX" 8406
"12085" "ASIP" 434
"12086" "GSAP" 54103
"12087" "HSP90AB3P" 3327
"12088" "CTD-2313J17.5" NA
"12089" "NAPA" 8775
"12090" "C1orf52" 148423
"12091" "NADK2" 133686
"12092" "RP11-17M16.2" NA
"12093" "ANK1" 286
"12094" "XPO7" 23039
"12095" "ADAMTSL1" 92949
"12096" "MANBAL" 63905
"12097" "KRT18P10" 360019
"12098" "LINC00961" NA
"12099" "KCNN3" 3782
"12100" "PSMC2" 5701
"12101" "RP5-1021I20.2" NA
"12102" "B3GAT2" 135152
"12103" "RPL5P29" 390158
"12104" "NRF1" 4899
"12105" "TANK" 10010
"12106" "SMN1" 6606
"12107" "AC137932.5" NA
"12108" "RP11-192H23.4" NA
"12109" "RP11-90H3.1" NA
"12110" "CNRIP1" 25927
"12111" "GPR65" 8477
"12112" "POLD4" 57804
"12113" "NEIL1" 79661
"12114" "GDAP1" 54332
"12115" "ATL1" 51062
"12116" "RP11-258C19.7" NA
"12117" "ZFYVE9" 9372
"12118" "TMEM179B" 374395
"12119" "LYPD5" 284348
"12120" "SLC5A6" 8884
"12121" "HPS4" 89781
"12122" "TMEM30A" 55754
"12123" "RP11-73M18.8" NA
"12124" "CYP3A5" 1577
"12125" "FXYD5" 53827
"12126" "RND2" 8153
"12127" "NRK" 203447
"12128" "TMEM159" 57146
"12129" "FAM196A" NA
"12130" "TAGLN" 6876
"12131" "CHMP7" 91782
"12132" "TINCR" 257000
"12133" "SPIN3" 169981
"12134" "RP11-59K5.1" NA
"12135" "APBB1" 322
"12136" "SLC25A28" 81894
"12137" "FBXO3" 26273
"12138" "TJAP1" 93643
"12139" "UBP1" 7342
"12140" "COX6A1P2" 285849
"12141" "HSPA8P5" 399988
"12142" "PDDC1" NA
"12143" "RNF126" 55658
"12144" "RBBP8" 5932
"12145" "MLXIPL" 51085
"12146" "DCAF12" 25853
"12147" "CDK5RAP2" 55755
"12148" "EIF2S2P3" 283014
"12149" "FADS3" 3995
"12150" "PLEK" 5341
"12151" "AC009404.2" NA
"12152" "CNOT1" 23019
"12153" "MREG" 55686
"12154" "MGAT1" 4245
"12155" "NR6A1" 2649
"12156" "TIAM1" 7074
"12157" "ZBTB22" 9278
"12158" "TRNP1" 388610
"12159" "HIF1A" 3091
"12160" "HSPB1P1" 653553
"12161" "SCNN1G" 6340
"12162" "CTD-2201E9.1" NA
"12163" "DPH1" 1801
"12164" "GNB2" 2783
"12165" "RPL12P4" 116149
"12166" "FCHO1" 23149
"12167" "PPP6C" 5537
"12168" "NFATC2" 4773
"12169" "MAN2B2" 23324
"12170" "ESPN" 83715
"12171" "SLC25A21-AS1" 100129794
"12172" "C22orf39" 128977
"12173" "PARD3B" 117583
"12174" "TXNDC12" 51060
"12175" "URAHP" 100130015
"12176" "ADNP2" 22850
"12177" "MAMDC4" 158056
"12178" "EIF4G2" 1982
"12179" "SETD8" NA
"12180" "PRRC2B" 84726
"12181" "MT-CO3" NA
"12182" "XXbac-BPG181B23.7" NA
"12183" "LRRC18" 474354
"12184" "HMGN2P46" 283651
"12185" "ZNF215" 7762
"12186" "RAD23A" 5886
"12187" "DCLK2" 166614
"12188" "B4GALT6" 9331
"12189" "BMP2K" 55589
"12190" "PPP2R3A" 5523
"12191" "PAPPA" 5069
"12192" "CYP51A1P2" 83530
"12193" "THBS2" 7058
"12194" "ERI2" 112479
"12195" "DECR1" 1666
"12196" "MPHOSPH10" 10199
"12197" "GRIPAP1" 56850
"12198" "TYW5" 129450
"12199" "DFFB" 1677
"12200" "PPT2" 9374
"12201" "ZNF629" 23361
"12202" "BRD3" 8019
"12203" "ZZZ3" 26009
"12204" "RAB33B" 83452
"12205" "XCL1" 6375
"12206" "FABP3" 2170
"12207" "LZTS3" 9762
"12208" "SKIV2L" 6499
"12209" "GTF3C4" 9329
"12210" "SPINT2" 10653
"12211" "BTN3A2" 11118
"12212" "NHLRC3" 387921
"12213" "UGDH-AS1" 100885776
"12214" "KCNIP4" 80333
"12215" "XXbac-B444P24.13" NA
"12216" "HTR2A" 3356
"12217" "WNT2B" 7482
"12218" "CCDC158" 339965
"12219" "BCL9" 607
"12220" "RASGRP3" 25780
"12221" "LINC00537" 203274
"12222" "LCA5L" 150082
"12223" "PLBD2" 196463
"12224" "EIF3I" 8668
"12225" "AC011899.9" NA
"12226" "SEMA6D" 80031
"12227" "ZNF767" NA
"12228" "S100A4" 6275
"12229" "FBXO48" 554251
"12230" "ACTL10" 170487
"12231" "CWF19L1" 55280
"12232" "RP11-10C24.1" NA
"12233" "SH2D1A" 4068
"12234" "IP6K2" 51447
"12235" "FBXO42" 54455
"12236" "KALRN" 8997
"12237" "SIRPB2" 284759
"12238" "GPR17" 2840
"12239" "RIMS3" 9783
"12240" "UBE2J1" 51465
"12241" "RHEB" 6009
"12242" "SCYL2" 55681
"12243" "ST7" 7982
"12244" "ZNF566" 84924
"12245" "RPS24P8" 100216336
"12246" "INO80B" 83444
"12247" "TNFSF15" 9966
"12248" "AGBL2" 79841
"12249" "RP4-665J23.1" NA
"12250" "FAM211B" NA
"12251" "GPRC5C" 55890
"12252" "ARMCX2" 9823
"12253" "BARX2" 8538
"12254" "SLC35A5" 55032
"12255" "CDKN2D" 1032
"12256" "PHF19" 26147
"12257" "CLMN" 79789
"12258" "MEF2C" 4208
"12259" "CENPBD1" 92806
"12260" "CTC-359D24.3" NA
"12261" "SNN" 8303
"12262" "CMPK1" 51727
"12263" "WARS" 7453
"12264" "NFATC4" 4776
"12265" "MAP3K14" 9020
"12266" "MRPL38" 64978
"12267" "UMODL1" 89766
"12268" "EIF5AP4" 642592
"12269" "G0S2" 50486
"12270" "RPL5" 6125
"12271" "UBE2E1" 7324
"12272" "MRPL18" 29074
"12273" "LINC00657" NA
"12274" "MGST3" 4259
"12275" "TUBGCP4" 27229
"12276" "CTC-429P9.1" NA
"12277" "ZNF93" 81931
"12278" "RP13-216E22.4" NA
"12279" "AF064858.8" NA
"12280" "SLC4A3" 6508
"12281" "CTD-2267D19.3" NA
"12282" "RBMX2P5" 391804
"12283" "GLYATL2" 219970
"12284" "ZMYM2" 7750
"12285" "UACA" 55075
"12286" "GPRC5B" 51704
"12287" "MAGIX" 79917
"12288" "KCNJ12" 3768
"12289" "CANT1" 124583
"12290" "SUDS3" 64426
"12291" "RP11-391M1.4" NA
"12292" "TNXA" 7146
"12293" "ABCC2" 1244
"12294" "AC016722.4" NA
"12295" "APC" 324
"12296" "SOCS4" 122809
"12297" "S1PR1" 1901
"12298" "MARS" 4141
"12299" "ZFP36" 7538
"12300" "RAP2C-AS1" 101928578
"12301" "PARN" 5073
"12302" "HHAT" 55733
"12303" "TAF9" 6880
"12304" "OGFR" 11054
"12305" "RP11-452L6.5" NA
"12306" "SSR1" 6745
"12307" "NEK11" 79858
"12308" "VTCN1" 79679
"12309" "DNAJB4" 11080
"12310" "FOS" 2353
"12311" "GSTA4" 2941
"12312" "GLTPD2" 388323
"12313" "GSTM3" 2947
"12314" "C11orf95" 65998
"12315" "GAPDHP40" 100131743
"12316" "SQSTM1" 8878
"12317" "LINC00987" 100499405
"12318" "OSGEP" 55644
"12319" "NFKBIZ" 64332
"12320" "KAT2A" 2648
"12321" "C11orf16" 56673
"12322" "ENOPH1" 58478
"12323" "ABHD17A" 81926
"12324" "MAPRE1" 22919
"12325" "MPV17L2" 84769
"12326" "NQO1" 1728
"12327" "RP11-395L14.5" NA
"12328" "LRRC69" 100130742
"12329" "SNORA11" 677799
"12330" "LRRC7" 57554
"12331" "RNF149" 284996
"12332" "TMSB4XP8" 7117
"12333" "RHBDL1" 9028
"12334" "SYK" 6850
"12335" "RANP4" 100130621
"12336" "RP11-57H12.3" NA
"12337" "METTL15P1" 100130758
"12338" "SIN3A" 25942
"12339" "UGT2B17" 7367
"12340" "TSTA3" 7264
"12341" "EIF4A1P7" 341784
"12342" "RP11-41O4.1" NA
"12343" "DDIT4" 54541
"12344" "UTP23" 84294
"12345" "PTRH2" 51651
"12346" "CYTH4" 27128
"12347" "WEE2-AS1" 285962
"12348" "CUL2" 8453
"12349" "SEMA4C" 54910
"12350" "AP000330.8" NA
"12351" "APAF1" 317
"12352" "SCARNA7" 677767
"12353" "DCAF7" 10238
"12354" "SMARCD2" 6603
"12355" "HAUS3" 79441
"12356" "ABT1" 29777
"12357" "FTH1P16" 2508
"12358" "BAK1" 578
"12359" "OSR1" 130497
"12360" "UBE2D3P1" 100037280
"12361" "RP11-1055B8.7" NA
"12362" "PCDHB10" 56126
"12363" "FAM221A" 340277
"12364" "N6AMT1" 29104
"12365" "CD2" 914
"12366" "RBM47" 54502
"12367" "C2orf72" 257407
"12368" "C10orf12" NA
"12369" "SSB" 6741
"12370" "C1orf87" 127795
"12371" "TMEM163" 81615
"12372" "CAPN6" 827
"12373" "PTAFR" 5724
"12374" "LANCL1" 10314
"12375" "KIAA1210" 57481
"12376" "FANK1" 92565
"12377" "SULT4A1" 25830
"12378" "ADAMTS5" 11096
"12379" "TMEM70" 54968
"12380" "ANG" 283
"12381" "NRN1" 51299
"12382" "ENPP1" 5167
"12383" "MCMBP" 79892
"12384" "PDLIM3" 27295
"12385" "RPS7P1" 388363
"12386" "EFNA3" 1944
"12387" "PAX6" 5080
"12388" "CTD-2369P2.2" NA
"12389" "TARBP1" 6894
"12390" "RP4-798A10.2" NA
"12391" "CTD-2561J22.2" NA
"12392" "CDK8" 1024
"12393" "ARHGAP30" 257106
"12394" "FAM203A" NA
"12395" "AP006621.1" NA
"12396" "FAM186A" 121006
"12397" "UBXN6" 80700
"12398" "TEKT3" 64518
"12399" "ZNF426" 79088
"12400" "ZNF596" 169270
"12401" "RAP2C" 57826
"12402" "FCER1G" 2207
"12403" "HIATL1" NA
"12404" "SAPCD1" 401251
"12405" "SH2B1" 25970
"12406" "CTB-25B13.12" NA
"12407" "CTSO" 1519
"12408" "GOLGA1" 2800
"12409" "NPTX2" 4885
"12410" "ZNF461" 92283
"12411" "CLEC2B" 9976
"12412" "CDC42EP4" 23580
"12413" "DOK2" 9046
"12414" "TECTA" 7007
"12415" "GEMIN5" 25929
"12416" "ALDH2" 217
"12417" "CTC-510F12.2" NA
"12418" "GIGYF1" 64599
"12419" "ZNF789" 285989
"12420" "PXDC1" 221749
"12421" "ARGLU1" 55082
"12422" "SPG20" NA
"12423" "UBALD1" 124402
"12424" "BHMT" 635
"12425" "PRLR" 5618
"12426" "RP11-638I8.1" NA
"12427" "MYLK4" 340156
"12428" "BTF3P2" 283631
"12429" "BTNL9" 153579
"12430" "C8orf59" 401466
"12431" "BNIP3L" 665
"12432" "COTL1" 23406
"12433" "PRIM2" 5558
"12434" "RFESD" 317671
"12435" "KB-1027C11.4" NA
"12436" "GS1-251I9.4" NA
"12437" "GPBP1" 65056
"12438" "ACTN4P1" 344978
"12439" "FAM72B" 653820
"12440" "ASMTL-AS1" 80161
"12441" "KIAA1147" 57189
"12442" "L3MBTL4" 91133
"12443" "RYR1" 6261
"12444" "MNDA" 4332
"12445" "ARVCF" 421
"12446" "SMG1P1" 641298
"12447" "RP3-325F22.5" NA
"12448" "RCSD1" 92241
"12449" "RHOQ" 23433
"12450" "MRPL34" 64981
"12451" "MAPK14" 1432
"12452" "AMN1" 196394
"12453" "CD79B" 974
"12454" "PFDN2" 5202
"12455" "MATK" 4145
"12456" "DENND6B" 414918
"12457" "SELP" 6403
"12458" "RAC1" 5879
"12459" "RP11-159H3.1" NA
"12460" "IKBKG" 8517
"12461" "FBXO39" 162517
"12462" "GALNT14" 79623
"12463" "C16orf62" NA
"12464" "MYLK" 4638
"12465" "ZSWIM5" 57643
"12466" "RP11-66B24.7" NA
"12467" "LAMP3" 27074
"12468" "COLGALT1" 79709
"12469" "RGS18" 64407
"12470" "MMRN2" 79812
"12471" "TPSAB1" 7177
"12472" "ZNF773" 374928
"12473" "XKR6" 286046
"12474" "GRN" 2896
"12475" "PLN" 5350
"12476" "STARD3NL" 83930
"12477" "CD24P4" 938
"12478" "C8orf82" 414919
"12479" "ELOVL2" 54898
"12480" "PMS2CL" 441194
"12481" "RP11-367H1.1" NA
"12482" "RAB22A" 57403
"12483" "ANAPC1" 64682
"12484" "ZNF516" 9658
"12485" "RP11-17A4.1" NA
"12486" "ENDOV" 284131
"12487" "GUCA1B" 2979
"12488" "DUS4L" 11062
"12489" "MOGS" 7841
"12490" "C9orf156" NA
"12491" "TEX10" 54881
"12492" "EXOC3" 11336
"12493" "CTD-2554C21.1" NA
"12494" "RSPO3" 84870
"12495" "RP11-465N4.5" NA
"12496" "KANSL1-AS1" 644246
"12497" "RP6-109B7.3" NA
"12498" "ATP5S" NA
"12499" "HERC6" 55008
"12500" "MAP4K1" 11184
"12501" "CLEC7A" 64581
"12502" "MTMR9LP" 339483
"12503" "SALL1" 6299
"12504" "BCL2L2" 599
"12505" "GOLGA8B" 440270
"12506" "EVA1C" 59271
"12507" "APOE" 348
"12508" "SCAI" 286205
"12509" "LAPTM4A" 9741
"12510" "PPP2R5E" 5529
"12511" "CALD1" 800
"12512" "TFR2" 7036
"12513" "GDI1" 2664
"12514" "EMC4" 51234
"12515" "LINC00964" 157381
"12516" "SLC44A2" 57153
"12517" "CASD1" 64921
"12518" "NFIA" 4774
"12519" "KCTD10" 83892
"12520" "IQCH" 64799
"12521" "NLRC3" 197358
"12522" "CUTC" 51076
"12523" "LAMB3" 3914
"12524" "COPS8P2" 375350
"12525" "MYL3" 4634
"12526" "SPTBN2" 6712
"12527" "GOLGA2P5" 55592
"12528" "DUSP22" 56940
"12529" "ACACB" 32
"12530" "BAG4" 9530
"12531" "PINLYP" 390940
"12532" "PRKRIR" NA
"12533" "ZDHHC20P4" 730239
"12534" "KIAA0922" NA
"12535" "CXCL17" 284340
"12536" "EML5" 161436
"12537" "SS18" 6760
"12538" "HLA-DRB6" 3128
"12539" "ATP6V1G2" 534
"12540" "ASB16-AS1" 339201
"12541" "CUL4B" 8450
"12542" "MIR17HG" 407975
"12543" "RP11-532F6.3" NA
"12544" "UBIAD1" 29914
"12545" "FRMD3" 257019
"12546" "TPSB2" 64499
"12547" "SDR39U1" 56948
"12548" "ARL6IP6" 151188
"12549" "ELOVL3" 83401
"12550" "RNF38" 152006
"12551" "CD37" 951
"12552" "KIAA0319L" 79932
"12553" "RERGL" 79785
"12554" "FAM72A" 729533
"12555" "SPRYD3" 84926
"12556" "APOBR" 55911
"12557" "RP1-197B17.3" NA
"12558" "BRD9" 65980
"12559" "HOXA3" 3200
"12560" "ACKR3" 57007
"12561" "PRKAR2A-AS1" 100506637
"12562" "SYT8" 90019
"12563" "EME2" 197342
"12564" "ADCK2" 90956
"12565" "HSPA5" 3309
"12566" "MRPS14" 63931
"12567" "SH3BP5L" 80851
"12568" "PDK4" 5166
"12569" "FOXQ1" 94234
"12570" "NUMBL" 9253
"12571" "PPP1R1B" 84152
"12572" "CCHCR1" 54535
"12573" "UNC13D" 201294
"12574" "CPS1" 1373
"12575" "SUGP2" 10147
"12576" "KXD1" 79036
"12577" "MED31" 51003
"12578" "RP11-314M24.1" NA
"12579" "CTD-2047H16.2" NA
"12580" "SHE" 126669
"12581" "HSPA12A" 259217
"12582" "RP11-1391J7.1" NA
"12583" "CCND3" 896
"12584" "TNFAIP8L3" 388121
"12585" "MCMDC2" 157777
"12586" "RTTN" 25914
"12587" "ADAM11" 4185
"12588" "USP16" 10600
"12589" "AC084018.1" NA
"12590" "AP001347.6" NA
"12591" "PDE6D" 5147
"12592" "FOXD2" 2306
"12593" "SPRY2" 10253
"12594" "GOLT1A" 127845
"12595" "PHYH" 5264
"12596" "RP11-127B20.2" NA
"12597" "ZNF146" 7705
"12598" "RP11-513M16.8" NA
"12599" "SRGAP3" 9901
"12600" "AMT" 275
"12601" "PDK1" 5163
"12602" "DSG2" 1829
"12603" "RP3-462E2.5" NA
"12604" "RP1-102H19.8" NA
"12605" "RP11-536I6.1" NA
"12606" "CHSY3" 337876
"12607" "ZDHHC14" 79683
"12608" "ZNF699" 374879
"12609" "ZSCAN16" 80345
"12610" "PIP4K2B" 8396
"12611" "MUC1" 4582
"12612" "DCTN1" 1639
"12613" "STAB1" 23166
"12614" "SON" 6651
"12615" "CTC-490G23.2" NA
"12616" "RP11-247L20.4" NA
"12617" "CTD-2095E4.1" NA
"12618" "SLC39A1" 27173
"12619" "MYO15B" 80022
"12620" "CRISPLD2" 83716
"12621" "RP11-676M6.1" NA
"12622" "SIRT2" 22933
"12623" "EIF4B" 1975
"12624" "TMBIM4" 51643
"12625" "CTA-363E6.2" NA
"12626" "ESRRG" 2104
"12627" "RP11-1008C21.1" NA
"12628" "ZNF204P" 7754
"12629" "SHH" 6469
"12630" "SEPT7" 989
"12631" "PTPN1" 5770
"12632" "SLC12A4" 6560
"12633" "PSME3" 10197
"12634" "PHOSPHO1" 162466
"12635" "GABRD" 2563
"12636" "SNUPN" 10073
"12637" "SUZ12" 23512
"12638" "AGT" 183
"12639" "IL18BP" 10068
"12640" "RP4-591N18.2" NA
